main_command	main_description	command	description
f [?] [flagname]	# Manage offset-name flags	f name 12 @ 33	set flag 'name' with length 12 at offset 33
f [?] [flagname]	# Manage offset-name flags	f name = 33	alias for 'f name @ 33' or 'f name 1 33'
f [?] [flagname]	# Manage offset-name flags	f name 12 33 [cmt]	alias for 'f name @ 33' or 'f name 1 33'  + optional comment
f [?] [flagname]	# Manage offset-name flags	f?flagname	check if flag exists or not, See ?? and ?!
f [?] [flagname]	# Manage offset-name flags	f. [*[*]]	list local per-function flags (*) as r2 commands
f [?] [flagname]	# Manage offset-name flags	f.blah=$$+12	set local function label named 'blah' (f.blah@$$+12)
f [?] [flagname]	# Manage offset-name flags	f.-blah	delete local function label named 'blah'
f [?] [flagname]	# Manage offset-name flags	f. fname	list all local labels for the given function
f [?] [flagname]	# Manage offset-name flags	f,	table output for flags
f [?] [flagname]	# Manage offset-name flags	f*	list flags in r commands
f [?] [flagname]	# Manage offset-name flags	f-.blah@fcn.foo	delete local label from function at current seek (also f.-)
f [?] [flagname]	# Manage offset-name flags	f-name	remove flag 'name'
f [?] [flagname]	# Manage offset-name flags	f-@addr	remove flag at address expression (same as f-$$ or f-0x..)
f [?] [flagname]	# Manage offset-name flags	f--	delete all flags and flagspaces (deinit)
f [?] [flagname]	# Manage offset-name flags	f+name 12 @ 33	like above but creates new one if doesnt exist
f [?] [flagname]	# Manage offset-name flags	f= [glob]	list range bars graphics with flag offsets and sizes
f [?] [flagname]	# Manage offset-name flags	fa [name] [alias]	alias a flag to evaluate an expression
f [?] [flagname]	# Manage offset-name flags	fb [addr]	set base address for new flags
f [?] [flagname]	# Manage offset-name flags	fb [addr] [flag*]	move flags matching 'flag' to relative addr
f [?] [flagname]	# Manage offset-name flags	fc[?][name] [color]	set color for given flag
f [?] [flagname]	# Manage offset-name flags	fC [name] [cmt]	set comment for given flag
f [?] [flagname]	# Manage offset-name flags	fd[?] addr	return flag+delta
f [?] [flagname]	# Manage offset-name flags	fD[?] rawname	(de)mangle flag or set a new flag
f [?] [flagname]	# Manage offset-name flags	fe [name]	create flag name.#num# enumerated flag. (f.ex: fe foo @@= 1 2 3 4)
f [?] [flagname]	# Manage offset-name flags	fe-	resets the enumerator counter
f [?] [flagname]	# Manage offset-name flags	ff ([glob])	distance in bytes to reach the next flag (see sn/sp)
f [?] [flagname]	# Manage offset-name flags	fi [size] | [from] [to]	show flags in current block or range
f [?] [flagname]	# Manage offset-name flags	fg[*] ([prefix])	construct a graph with the flag names
f [?] [flagname]	# Manage offset-name flags	fj	list flags in JSON format
f [?] [flagname]	# Manage offset-name flags	fq	list flags in quiet mode
f [?] [flagname]	# Manage offset-name flags	fl (@[flag]) [size]	show or set flag length (size)
f [?] [flagname]	# Manage offset-name flags	fla [glob]	automatically compute the size of all flags matching glob
f [?] [flagname]	# Manage offset-name flags	fm addr	move flag at current offset to new address
f [?] [flagname]	# Manage offset-name flags	fn	list flags displaying the real name (demangled)
f [?] [flagname]	# Manage offset-name flags	fnj	list flags displaying the real name (demangled) in JSON format
f [?] [flagname]	# Manage offset-name flags	fN	show real name of flag at current address
f [?] [flagname]	# Manage offset-name flags	fN [[name]] [realname]	set flag real name (if no flag name current seek one is used)
f [?] [flagname]	# Manage offset-name flags	fo	show fortunes
f [?] [flagname]	# Manage offset-name flags	fO [glob]	flag as ordinals (sym.* func.* method.*)
f [?] [flagname]	# Manage offset-name flags	fr [[old]] [new]	rename flag (if no new flag current seek one is used)
f [?] [flagname]	# Manage offset-name flags	fR[?] [from] [to] [mask]	relocate all flags matching from&~m
f [?] [flagname]	# Manage offset-name flags	fs[?]+-*	manage flagspaces
f [?] [flagname]	# Manage offset-name flags	ft[?]*	flag tags, useful to find all flags matching some words
f [?] [flagname]	# Manage offset-name flags	fV[*-] [nkey] [offset]	dump/restore visual marks (mK/'K)
f [?] [flagname]	# Manage offset-name flags	fx[d]	show hexdump (or disasm) of flag:flagsize
f [?] [flagname]	# Manage offset-name flags	fz[?][name]	add named flag zone -name to delete. see fz?[name]
fc <flagname> [color]	# List colors with 'ecs'	fc	same as fc.
fc <flagname> [color]	# List colors with 'ecs'	fc color	set color to all flags in current offset
fc <flagname> [color]	# List colors with 'ecs'	fc flag=color	set color to given flag. Same as 'fc color@flag'
fc <flagname> [color]	# List colors with 'ecs'	fc.	get color of all flags in current offset
fc <flagname> [color]	# List colors with 'ecs'	fc-	remove color from current offset
fc <flagname> [color]	# List colors with 'ecs'	fc-flagname	remove color from given flag
fc <flagname> [color]	# List colors with 'ecs'	fc-*	reset all color flags
fc <flagname> [color]	# List colors with 'ecs'	fc*	list all flags colors in r2 commands
fc <flagname> [color]	# List colors with 'ecs'	fc.*	set color to all flags in current offset
fd[d]	[offset|flag|expression]	fd $$	describe flag + delta for given offset
fd[d]	[offset|flag|expression]	fd. $$	check flags in current address (no delta)
fd[d]	[offset|flag|expression]	fdj $$	describe current flag in json
fd[d]	[offset|flag|expression]	fdd $$	describe flag without space restrictions
fd[d]	[offset|flag|expression]	fdw [string]	filter closest flag by string for current offset
fD[*.j]	[rawname]	fD rawname	print the mangled flag name using the raw name, see the ' command prefix
fD[*.j]	[rawname]	fD. rawname	set a flag using the orig raw name in the current offset
fD[*.j]	[rawname]	fDj rawname	same as fD but output is in json
fD[*.j]	[rawname]	fD* rawname	filter raw name to be a valid flag and output in r2 commands
fR	[from] [to] ([mask])	fR entry0 `dm~:1[1]`	rebase entrypoint
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fs	display flagspaces
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fs*	display flagspaces as r2 commands
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fsj	display flagspaces in JSON
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fs *	select all flagspaces
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fs flagspace	select flagspace or create if it doesn't exist
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fs-flagspace	remove flagspace
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fs-*	remove all flagspaces
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fs+foo	push previous flagspace and set
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fs-	pop to the previous flagspace
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fs-.	remove the current flagspace
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fsq	list flagspaces in quiet mode
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fsm [addr]	move flags at given address to the current flagspace
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fss	display flagspaces stack
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fss*	display flagspaces stack in r2 commands
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fssj	display flagspaces stack in JSON
fs [*] [+-][flagspace|addr]	# Manage flagspaces	fsr newname	rename selected flagspace
ft [?ln] ([k] [v ...])	# Grep flag names using glob expression	ft tag strcpy strlen ...	set words for the 'string' tag
ft [?ln] ([k] [v ...])	# Grep flag names using glob expression	ft tag	get offsets of all matching flags
ft [?ln] ([k] [v ...])	# Grep flag names using glob expression	ft	list all tags
ft [?ln] ([k] [v ...])	# Grep flag names using glob expression	ftn tag	get matching flagnames fot given tag
ft [?ln] ([k] [v ...])	# Grep flag names using glob expression	ftw	flag tags within this file
ft [?ln] ([k] [v ...])	# Grep flag names using glob expression	ftj	list all flagtags in JSON format
ft [?ln] ([k] [v ...])	# Grep flag names using glob expression	ft*	list all flagtags in r2 commands
f [?|-name| name] [@addr]	# Manage flagzones	fz math	add new flagzone named 'math'
f [?|-name| name] [@addr]	# Manage flagzones	fz-math	remove the math flagzone
f [?|-name| name] [@addr]	# Manage flagzones	fz-*	remove all flagzones
f [?|-name| name] [@addr]	# Manage flagzones	fz.	show around flagzone context
f [?|-name| name] [@addr]	# Manage flagzones	fz:	show what's in scr.flagzone for visual
f [?|-name| name] [@addr]	# Manage flagzones	fz*	dump into r2 commands, for projects
g[wcilper] [arg]	Go compile shellcodes using asm.arch/bits/os shc    exec : execute cmd=/bin/sh suid=false enc     xor : xor encoder for shellcode	g	compile the shellcode
g[wcilper] [arg]	Go compile shellcodes using asm.arch/bits/os shc    exec : execute cmd=/bin/sh suid=false enc     xor : xor encoder for shellcode	g foo.r	compile r_egg source file
g[wcilper] [arg]	Go compile shellcodes using asm.arch/bits/os shc    exec : execute cmd=/bin/sh suid=false enc     xor : xor encoder for shellcode	gc cmd=/bin/ls	set config option for shellcodes and encoders
g[wcilper] [arg]	Go compile shellcodes using asm.arch/bits/os shc    exec : execute cmd=/bin/sh suid=false enc     xor : xor encoder for shellcode	gc	list all config options
g[wcilper] [arg]	Go compile shellcodes using asm.arch/bits/os shc    exec : execute cmd=/bin/sh suid=false enc     xor : xor encoder for shellcode	ge [encoder] [key]	specify an encoder and a key
g[wcilper] [arg]	Go compile shellcodes using asm.arch/bits/os shc    exec : execute cmd=/bin/sh suid=false enc     xor : xor encoder for shellcode	git [...]	your favourite version control
g[wcilper] [arg]	Go compile shellcodes using asm.arch/bits/os shc    exec : execute cmd=/bin/sh suid=false enc     xor : xor encoder for shellcode	gi [type]	define the shellcode type
g[wcilper] [arg]	Go compile shellcodes using asm.arch/bits/os shc    exec : execute cmd=/bin/sh suid=false enc     xor : xor encoder for shellcode	gL[?]	list plugins (shellcodes, encoders)
g[wcilper] [arg]	Go compile shellcodes using asm.arch/bits/os shc    exec : execute cmd=/bin/sh suid=false enc     xor : xor encoder for shellcode	gp padding	define padding for command
g[wcilper] [arg]	Go compile shellcodes using asm.arch/bits/os shc    exec : execute cmd=/bin/sh suid=false enc     xor : xor encoder for shellcode	gr	reset r_egg
g[wcilper] [arg]	Go compile shellcodes using asm.arch/bits/os shc    exec : execute cmd=/bin/sh suid=false enc     xor : xor encoder for shellcode	gs name args	compile syscall name(args)
g[wcilper] [arg]	Go compile shellcodes using asm.arch/bits/os shc    exec : execute cmd=/bin/sh suid=false enc     xor : xor encoder for shellcode	gS	show the current configuration
g[wcilper] [arg]	Go compile shellcodes using asm.arch/bits/os shc    exec : execute cmd=/bin/sh suid=false enc     xor : xor encoder for shellcode	gw	compile and write
i	Get info from opened file (see rabin2's manpage)	i[*jq]	show info of current file (in JSON)
i	Get info from opened file (see rabin2's manpage)	ia	list archs found in current binary (same as rabin2 -A)
i	Get info from opened file (see rabin2's manpage)	ib	reload the current buffer for setting of the bin (use once only)
i	Get info from opened file (see rabin2's manpage)	ic[?]	List classes, methods and fields (icj for json)
i	Get info from opened file (see rabin2's manpage)	iC[j]	show signature info (entitlements, ...)
i	Get info from opened file (see rabin2's manpage)	id[?]	show DWARF source lines information
i	Get info from opened file (see rabin2's manpage)	iD lang sym	demangle symbolname for given language
i	Get info from opened file (see rabin2's manpage)	ie[?]e	ie=entrypoint, iee=constructors+destructors
i	Get info from opened file (see rabin2's manpage)	iE[?]	exports (global symbols)
i	Get info from opened file (see rabin2's manpage)	ig[?][h]	guess size of binary program (igh use human units instead of number of bytes)
i	Get info from opened file (see rabin2's manpage)	ih[?]	show binary headers (see iH)
i	Get info from opened file (see rabin2's manpage)	iH[?]	show binary headers fields
i	Get info from opened file (see rabin2's manpage)	ii[?][c,j*,]	list the symbols imported from other libraries
i	Get info from opened file (see rabin2's manpage)	iic[?][jqk*] ([type])	classify imports
i	Get info from opened file (see rabin2's manpage)	iI	binary info
i	Get info from opened file (see rabin2's manpage)	ik [query]	key-value database from RBinObject
